City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Souillac,MU,2022-11-23 03:42:09,-20.5167,57.5167,77.38,83,40,3.44
294,Hailey,US,2022-11-23 03:40:51,43.5196,-114.3153,30.06,69,100,5.75
295,Alekseyevka,RU,2022-11-23 03:42:09,50.6309,38.6903,32.05,97,100,19.04
296,Vila Franca Do Campo,PT,2022-11-23 03:42:10,37.7167,-25.4333,64.81,93,100,0.09
297,Marakkanam,IN,2022-11-23 03:42:10,12.2,79.95,79.14,78,96,8.61
298,Vyshneve,UA,2022-11-23 03:42:11,50.3891,30.3705,30.16,93,96,3.49
299,Dudinka,RU,2022-11-23 03:42:11,69.4058,86.1778,-27.38,98,89,5.35
300,Wattegama,LK,2022-11-23 03:42:12,6.7989,81.4808,82.63,65,67,0.94
301,Batagay-Alyta,RU,2022-11-23 03:42:12,67.8006,130.4114,-26.09,89,23,3.27
302,Kruisfontein,ZA,2022-11-23 03:42:13,-34.0033,24.7314,59.88,79,1,4.81
303,Shimoda,JP,2022-11-23 03:42:13,34.6667,138.95,57.56,93,100,12.91
304,Tiarei,PF,2022-11-23 03:42:14,-17.5333,-149.3333,82.0,85,100,13.0
305,Ozinki,RU,2022-11-23 03:42:14,51.1786,49.6769,39.02,99,100,14.63
306,Kloulklubed,PW,2022-11-23 03:42:15,7.0419,134.2556,86.5,74,64,12.57
307,Agadez,NE,2022-11-23 03:42:15,19.75,10.25,62.2,24,100,10.38
308,Sao Paulo,BR,2022-11-23 03:41:25,-23.5475,-46.6361,71.46,91,100,8.05
309,Ajdabiya,LY,2022-11-23 03:42:16,30.7554,20.2263,59.11,52,78,11.68
310,Saquarema,BR,2022-11-23 03:42:16,-22.92,-42.5103,71.67,88,100,15.9
311,Mayumba,GA,2022-11-23 03:42:17,-3.432,10.6554,76.12,88,91,4.72
312,Kaoma,ZM,2022-11-23 03:42:17,-14.7833,24.8,62.64,95,63,4.97
313,Willowmore,ZA,2022-11-23 03:42:18,-33.2926,23.4895,60.93,81,0,2.17
314,Bijar,IR,2022-11-23 03:42:18,35.8668,47.6051,41.99,32,100,4.94
315,Hithadhoo,MV,2022-11-23 03:42:19,-0.6,73.0833,80.51,76,68,10.38
316,Scottsboro,US,2022-11-23 03:42:19,34.6723,-86.0341,48.07,75,20,0.0
317,Vanavara,RU,2022-11-23 03:42:20,60.34,102.2797,-2.09,95,100,10.8
318,Ambilobe,MG,2022-11-23 03:42:20,-13.2,49.05,77.67,75,24,3.27
319,Peace River,CA,2022-11-23 03:40:20,56.2501,-117.286,37.71,69,75,10.36
320,Gwadar,PK,2022-11-23 03:42:21,25.1216,62.3254,77.04,21,17,6.35
321,Sabang,ID,2022-11-23 03:42:21,5.8933,95.3214,81.21,74,91,15.77
322,Ploemeur,FR,2022-11-23 03:42:22,47.7333,-3.4333,56.82,94,75,13.8
323,Hasaki,JP,2022-11-23 03:42:22,35.7333,140.8333,55.8,90,100,20.69
324,Dzhebariki-Khaya,RU,2022-11-23 03:42:23,62.2167,135.8,-27.76,99,99,1.95
325,Road Town,VG,2022-11-23 03:42:26,18.4167,-64.6167,78.89,76,0,24.16
326,Pozhva,RU,2022-11-23 03:42:27,59.0912,56.0847,10.92,97,100,4.09
327,Kavaratti,IN,2022-11-23 03:42:27,10.5669,72.642,79.74,50,40,2.8
328,Nanortalik,GL,2022-11-23 03:42:28,60.1432,-45.2371,32.56,87,100,4.16
329,Itarema,BR,2022-11-23 03:42:28,-2.9248,-39.9167,78.69,76,35,15.75
330,Gisborne,NZ,2022-11-23 03:42:29,-38.6533,178.0042,73.15,35,3,9.57
331,Brokopondo,SR,2022-11-23 03:42:29,4.75,-55.1667,76.68,85,100,6.89
332,Ustye,RU,2022-11-23 03:42:30,59.6304,39.736,21.83,92,100,10.09
333,Novikovo,RU,2022-11-23 03:42:30,51.1537,37.8879,31.75,91,100,16.98
334,Jacmel,HT,2022-11-23 03:42:31,18.2342,-72.5347,80.44,83,17,1.48
335,Wilmington,US,2022-11-23 03:42:31,34.2257,-77.9447,55.9,73,75,1.01
336,Lumeje,AO,2022-11-23 03:42:31,-11.55,20.7833,65.93,92,100,1.92
337,Lavrentiya,RU,2022-11-23 03:42:32,65.5833,-171.0,4.62,90,100,15.59
338,Nemuro,JP,2022-11-23 03:42:32,43.3236,145.575,41.04,54,48,5.14
339,Viedma,AR,2022-11-23 03:42:32,-40.8135,-62.9967,68.41,44,98,6.87
340,Zhelyabovka,UA,2022-11-23 03:42:33,45.3988,34.7578,43.29,73,82,5.41
341,Rabo De Peixe,PT,2022-11-23 03:42:33,37.8,-25.5833,63.91,96,75,12.66
342,Teya,RU,2022-11-23 03:42:33,60.3778,92.6267,1.35,95,100,1.9
343,Turayf,SA,2022-11-23 03:42:34,31.6725,38.6637,53.85,71,0,12.66
344,Alma,CA,2022-11-23 03:42:34,48.5501,-71.6491,26.94,80,100,16.11
345,Lerwick,GB,2022-11-23 03:42:35,60.1545,-1.1494,46.4,85,100,31.12
346,Tongling,CN,2022-11-23 03:42:35,30.95,117.7833,61.52,72,97,4.7
347,Hobe Sound,US,2022-11-23 03:42:35,27.0595,-80.1364,74.98,91,100,0.0
348,Zhigansk,RU,2022-11-23 03:42:36,66.7697,123.3711,-26.27,97,100,3.58
349,Flinders,AU,2022-11-23 03:38:32,-34.5833,150.8552,79.18,49,7,11.99
350,Acapulco,MX,2022-11-23 03:42:36,16.8634,-99.8901,78.62,89,40,0.0
351,Iqaluit,CA,2022-11-23 03:42:36,63.7506,-68.5145,-2.31,84,20,6.91
352,Jizan,SA,2022-11-23 03:42:37,17.3333,42.6667,76.14,67,2,4.59
353,Verkhoyansk,RU,2022-11-23 03:42:37,67.5447,133.385,-32.22,99,99,0.85
354,Sitka,US,2022-11-23 03:42:38,57.0531,-135.33,44.49,81,100,9.22
355,Seoul,KR,2022-11-23 03:38:22,37.5683,126.9778,61.99,53,0,9.22
356,Honiara,SB,2022-11-23 03:42:38,-9.4333,159.95,86.22,67,75,6.22
357,Coaraci,BR,2022-11-23 03:42:39,-14.6408,-39.5511,68.99,98,100,0.65
358,Kutum,SD,2022-11-23 03:42:39,14.2,24.6667,60.94,37,13,6.73
359,Saint Simons,US,2022-11-23 03:40:19,31.1352,-81.3901,62.64,76,100,12.66
360,Bonthe,SL,2022-11-23 03:42:39,7.5264,-12.505,77.11,85,65,5.28
361,Vieques,PR,2022-11-23 03:42:40,18.425,-65.8329,78.82,83,40,6.91
362,Vestmannaeyjar,IS,2022-11-23 03:42:40,63.4427,-20.2734,38.41,54,55,20.51
363,Luau,AO,2022-11-23 03:42:40,-10.7073,22.2247,63.61,98,100,1.57
364,Arlit,NE,2022-11-23 03:42:41,18.7369,7.3853,68.92,20,100,7.07
365,Barcelos,PT,2022-11-23 03:42:41,41.5388,-8.6151,62.92,94,100,15.48
366,Nynashamn,SE,2022-11-23 03:42:41,58.9034,17.9479,34.16,73,100,15.84
367,Deputatskiy,RU,2022-11-23 03:42:42,69.3,139.9,-32.71,100,97,0.92
368,Havoysund,NO,2022-11-23 03:42:42,70.9963,24.6622,28.63,79,27,8.52
369,Norden,DE,2022-11-23 03:42:42,53.6,7.2,44.94,97,100,16.93
370,Fatsa,TR,2022-11-23 03:42:43,41.0278,37.5014,51.6,78,52,5.79
371,Savelugu,GH,2022-11-23 03:42:43,9.6244,-0.8253,75.07,32,3,4.54
372,Rancho Palos Verdes,US,2022-11-23 03:42:44,33.7445,-118.387,62.47,49,0,12.66
373,Tessalit,ML,2022-11-23 03:42:44,20.1986,1.0114,70.07,18,100,9.91
374,Dakar,SN,2022-11-23 03:42:44,14.6937,-17.4441,79.68,44,0,19.57
375,Sur,OM,2022-11-23 03:42:45,22.5667,59.5289,79.92,59,55,6.49
376,Torbay,CA,2022-11-23 03:42:45,47.6666,-52.7314,31.75,87,75,23.02
377,Grand Gaube,MU,2022-11-23 03:42:45,-20.0064,57.6608,80.38,68,2,8.99
378,Oparino,RU,2022-11-23 03:42:46,59.8518,48.2783,17.2,91,100,6.33
379,Dolzhanskaya,RU,2022-11-23 03:42:46,46.6311,37.8039,43.93,71,5,18.63
380,Kiama,AU,2022-11-23 03:40:33,-34.6833,150.8667,79.38,50,16,14.0
381,Banda Aceh,ID,2022-11-23 03:42:47,5.5577,95.3222,83.16,68,70,11.83
382,Half Moon Bay,US,2022-11-23 03:42:47,37.4636,-122.4286,58.39,73,0,18.41
383,Awjilah,LY,2022-11-23 03:42:48,29.1081,21.2869,58.51,61,0,9.44
384,Raudeberg,NO,2022-11-23 03:42:48,61.9875,5.1352,43.86,42,100,14.14
385,Takaungu,KE,2022-11-23 03:42:48,-3.6837,39.8566,78.04,87,80,5.23
386,Bathsheba,BB,2022-11-23 03:42:49,13.2167,-59.5167,81.21,83,40,21.85
387,Blackfoot,US,2022-11-23 03:42:49,43.1905,-112.345,27.41,87,100,2.64
388,Te Anau,NZ,2022-11-23 03:42:50,-45.4167,167.7167,54.79,57,86,9.1
389,Tornio,FI,2022-11-23 03:42:50,65.8481,24.1466,10.42,90,57,5.86
390,Norman Wells,CA,2022-11-23 03:42:50,65.282,-126.8329,17.64,93,100,10.36
391,Kanniyakumari,IN,2022-11-23 03:42:51,8.0833,77.5667,81.57,62,35,14.61
392,Cochrane,CA,2022-11-23 03:38:17,51.1834,-114.4687,39.47,75,100,4.61
393,Yulara,AU,2022-11-23 03:42:51,-25.2406,130.9889,76.32,27,100,19.62
394,Saint Anthony,US,2022-11-23 03:42:52,45.0205,-93.218,28.29,87,0,3.44
395,Saldanha,ZA,2022-11-23 03:42:52,-33.0117,17.9442,51.85,88,0,8.97
396,Santa Vitoria,BR,2022-11-23 03:42:52,-18.8386,-50.1214,70.27,90,100,3.58
397,Ilinskiy,RU,2022-11-23 03:42:53,55.619,38.1182,32.52,100,100,7.0
398,Tiznit,MA,2022-11-23 03:42:53,29.5833,-9.5,60.94,45,1,5.59
399,Umkomaas,ZA,2022-11-23 03:42:53,-30.2067,30.7978,71.67,85,51,8.16
400,Bambanglipuro,ID,2022-11-23 03:42:54,-7.95,110.2833,82.35,72,100,4.56
401,Bang Saphan,TH,2022-11-23 03:42:54,11.2126,99.5117,80.65,88,90,1.9
402,Javanrud,IR,2022-11-23 03:42:55,34.7961,46.5172,46.31,36,100,0.85
403,Zhezkazgan,KZ,2022-11-23 03:42:55,47.8043,67.7144,28.38,93,100,8.95
404,Imbituba,BR,2022-11-23 03:42:56,-28.24,-48.6703,68.65,97,52,4.21
405,Moree,AU,2022-11-23 03:42:56,-29.4667,149.85,78.96,26,58,12.15
406,Kenai,US,2022-11-23 03:42:56,60.5544,-151.2583,33.15,96,100,11.5
407,Caohai,CN,2022-11-23 03:42:57,26.8661,104.2841,56.66,66,98,9.35
408,Shirokiy,RU,2022-11-23 03:42:57,49.758,129.523,14.95,78,100,0.38
409,Pangai,TO,2022-11-23 03:42:57,-19.8,-174.35,82.51,69,20,11.5
410,Kaeo,NZ,2022-11-23 03:42:58,-35.1,173.7833,70.32,67,3,12.84
411,Tamiahua,MX,2022-11-23 03:42:58,21.2667,-97.45,66.04,83,97,8.59
412,Sungaipenuh,ID,2022-11-23 03:42:58,-2.0833,101.3833,70.12,83,100,4.12
413,Poum,NC,2022-11-23 03:42:59,-20.2333,164.0167,79.93,80,92,5.03
414,Goderich,CA,2022-11-23 03:42:59,43.7501,-81.7165,41.92,81,58,9.22
415,Palmer,US,2022-11-23 03:43:00,42.1584,-72.3287,37.81,77,75,0.0
416,Guanica,PR,2022-11-23 03:43:00,17.9716,-66.908,78.06,83,0,5.75
417,Liverpool,GB,2022-11-23 03:43:01,53.4106,-2.9779,43.34,94,84,8.05
418,Benghazi,LY,2022-11-23 03:43:01,32.1167,20.0667,68.4,49,100,16.55
419,Princeton,US,2022-11-23 03:43:01,25.5384,-80.4089,78.82,96,0,0.0
420,Krasnokamensk,RU,2022-11-23 03:43:02,50.0979,118.0369,8.58,83,9,3.02
421,Arman,RU,2022-11-23 03:43:02,59.7,150.1667,9.01,90,100,12.84
422,Tororo,UG,2022-11-23 03:43:03,0.693,34.1809,65.1,93,100,3.42
423,Langsa,ID,2022-11-23 03:43:03,4.4683,97.9683,81.77,75,100,2.26
424,Urusha,RU,2022-11-23 03:43:04,54.05,122.9,7.9,71,11,2.26
425,Talnakh,RU,2022-11-23 03:43:04,69.4865,88.3972,-27.8,99,100,1.21
426,Ambam,CM,2022-11-23 03:43:04,2.3833,11.2833,66.13,98,22,1.1
427,Takoradi,GH,2022-11-23 03:43:05,4.8845,-1.7554,78.49,82,58,4.74
428,Xushan,CN,2022-11-23 03:43:06,30.1764,121.2457,64.33,72,51,8.7
429,Taman,RU,2022-11-23 03:43:06,45.2117,36.7161,47.17,68,83,3.13
430,Lucapa,AO,2022-11-23 03:43:07,-8.4192,20.7447,64.02,98,100,1.12
431,Olavarria,AR,2022-11-23 03:43:07,-36.8927,-60.3225,63.01,61,89,10.6
432,Palembang,ID,2022-11-23 03:43:08,-2.9167,104.7458,80.69,83,40,3.44
433,Kieta,PG,2022-11-23 03:43:08,-6.2167,155.6333,86.09,61,38,4.23
434,Shingu,JP,2022-11-23 03:43:08,33.7333,135.9833,60.3,93,100,5.68
435,Calama,CL,2022-11-23 03:43:09,-22.4667,-68.9333,55.89,24,0,0.0
436,Chama,CH,2022-11-23 03:43:09,47.1821,8.4636,39.61,94,9,0.0
437,Moron,AR,2022-11-23 03:42:32,-34.6534,-58.6198,65.97,54,33,3.94
438,Sistranda,NO,2022-11-23 03:43:10,63.7256,8.834,39.16,58,100,33.4
439,Meadow Lake,US,2022-11-23 03:43:10,34.8014,-106.5436,43.39,33,100,1.16
440,Charters Towers,AU,2022-11-23 03:40:48,-20.1,146.2667,88.63,49,86,10.94
441,Vagur,FO,2022-11-23 03:43:11,61.4732,-6.8119,44.64,70,67,16.33
442,Archidona,ES,2022-11-23 03:43:12,37.0965,-4.3887,57.85,95,100,3.24
443,Puerto Escondido,MX,2022-11-23 03:43:12,15.85,-97.0667,78.62,78,36,4.45
444,Prince Albert,CA,2022-11-23 03:42:30,53.2001,-105.7677,22.95,86,100,2.3
445,Bella Vista,US,2022-11-23 03:43:13,36.4295,-94.2316,46.83,84,0,3.44
446,Dole,FR,2022-11-23 03:43:13,47.0833,5.5,40.5,93,0,3.44
447,Villa Bruzual,VE,2022-11-23 03:43:14,9.3328,-69.1208,72.66,89,5,4.79
448,Orbetello,IT,2022-11-23 03:43:14,42.4408,11.2196,41.02,78,22,6.89
449,Cap Malheureux,MU,2022-11-23 03:43:15,-19.9842,57.6142,80.47,68,1,8.99
450,Geraldton,AU,2022-11-23 03:43:15,-28.7667,114.6,73.81,60,4,13.8
451,Gibara,CU,2022-11-23 03:43:16,21.1097,-76.1317,78.12,83,90,15.55
452,Coihaique,CL,2022-11-23 03:43:16,-45.5752,-72.0662,58.95,58,75,6.91
453,Uthal,PK,2022-11-23 03:43:16,25.8072,66.6219,77.11,20,12,4.03
454,Itapaci,BR,2022-11-23 03:43:17,-14.9508,-49.5494,69.33,89,100,1.34
455,Sao Filipe,CV,2022-11-23 03:43:17,14.8961,-24.4956,78.91,58,58,13.67
456,Bardiyah,LY,2022-11-23 03:43:18,31.7561,25.0865,61.39,62,2,14.18
457,Pimentel,PE,2022-11-23 03:43:18,-6.8367,-79.9342,64.42,84,5,9.69
458,Kununurra,AU,2022-11-23 03:43:19,-15.7667,128.7333,89.58,58,75,9.22
459,Encheng,CN,2022-11-23 03:43:19,22.1839,112.3026,72.34,95,100,6.17
460,Flin Flon,CA,2022-11-23 03:43:20,54.7682,-101.865,23.72,95,99,6.15
461,Novo Oriente,BR,2022-11-23 03:43:20,-5.5344,-40.7742,76.15,48,10,0.87
462,East Haddam,US,2022-11-23 03:43:21,41.4532,-72.4612,48.06,72,0,5.75
463,Megion,RU,2022-11-23 03:43:21,61.0296,76.1136,-22.99,93,18,9.08
464,Ormara,PK,2022-11-23 03:43:22,25.2088,64.6357,76.17,27,73,7.78
465,Taveta,KE,2022-11-23 03:43:23,-3.3963,37.6736,70.12,82,60,4.21
466,Eau Claire,US,2022-11-23 03:43:23,44.8114,-91.4985,26.98,89,0,0.0
467,Teknaf,BD,2022-11-23 03:43:24,20.8624,92.3058,80.06,51,1,8.77
468,Kunashak,RU,2022-11-23 03:43:24,55.7032,61.5498,1.92,96,98,5.28
469,Magadan,RU,2022-11-23 03:43:25,59.5667,150.8,10.63,88,100,9.69
470,Derzhavinsk,KZ,2022-11-23 03:43:25,51.1,66.3167,9.79,94,76,6.17
471,Ventspils,LV,2022-11-23 03:43:26,57.3894,21.5606,30.13,86,100,8.05
472,Thanh Hoa,VN,2022-11-23 03:43:26,19.8,105.7667,74.34,91,99,2.37
473,Pierre,US,2022-11-23 03:42:15,44.3683,-100.351,37.27,69,0,5.01
474,Mwinilunga,ZM,2022-11-23 03:43:27,-11.7358,24.4293,60.21,99,100,2.53
475,Gat,IL,2022-11-23 03:39:03,31.61,34.7642,60.82,81,1,4.54
476,Thinadhoo,MV,2022-11-23 03:43:27,0.5333,72.9333,80.44,78,39,10.76
477,Manama,BH,2022-11-23 03:43:28,26.2154,50.5832,74.17,60,0,4.61
478,Vodnyy,RU,2022-11-23 03:43:29,63.5046,53.4095,-5.66,100,90,2.17
479,Uyuni,BO,2022-11-23 03:43:29,-20.4597,-66.825,46.89,29,96,12.55
480,Hefei,CN,2022-11-23 03:43:29,31.8639,117.2808,55.42,88,100,6.71
481,Sungairaya,ID,2022-11-23 03:43:30,0.7,108.9,88.61,59,55,9.1
482,Zyryanovsk,KZ,2022-11-23 03:43:30,49.7386,84.2719,19.87,91,100,4.38
483,Osorio,BR,2022-11-23 03:43:31,-29.8867,-50.2697,66.7,98,92,3.15
484,Rocha,UY,2022-11-23 03:43:31,-34.4833,-54.3333,51.28,93,0,4.14
485,Shagonar,RU,2022-11-23 03:43:32,51.5333,92.8,8.06,94,100,3.06
486,Kasaragod,IN,2022-11-23 03:43:32,12.5,75.0,82.18,62,100,1.86
487,Vysokaya Gora,RU,2022-11-23 03:43:33,55.9128,49.3017,24.98,92,100,13.62
488,Khonsa,IN,2022-11-23 03:43:33,27.0167,95.5667,69.75,44,10,4.36
489,Menongue,AO,2022-11-23 03:43:33,-14.6585,17.691,60.76,92,91,2.73
490,Oarai,JP,2022-11-23 03:43:34,36.3167,140.6,54.27,91,100,13.69
491,Huancabamba,PE,2022-11-23 03:43:34,-5.2386,-79.4506,55.74,77,63,3.18
492,Dandong,CN,2022-11-23 03:43:34,40.1292,124.3947,48.76,50,0,2.98
493,Jiwani,PK,2022-11-23 03:43:35,25.05,61.7417,76.03,23,15,10.16
494,Mosquera,CO,2022-11-23 03:41:09,4.7059,-74.2302,51.89,93,20,2.3
495,Neiafu,TO,2022-11-23 03:43:35,-18.65,-173.9833,83.08,78,40,10.36
496,Taoudenni,ML,2022-11-23 03:43:36,22.6783,-3.9836,63.09,17,100,10.89
497,Cicalengka,ID,2022-11-23 03:43:36,-6.3078,106.6164,89.67,68,100,7.52
498,Mizan Teferi,ET,2022-11-23 03:43:36,6.9833,35.5833,61.23,82,46,2.91
499,Porto Velho,BR,2022-11-23 03:43:37,-8.7619,-63.9039,75.25,94,75,4.61
500,Hongjiang,CN,2022-11-23 03:43:37,27.11,109.9956,63.36,74,96,3.56
501,Port-Gentil,GA,2022-11-23 03:43:37,-0.7193,8.7815,79.07,85,94,5.88
502,Kirovskiy,RU,2022-11-23 03:43:38,45.0917,133.5136,31.21,51,100,2.73
503,Wuxi,CN,2022-11-23 03:43:23,31.5689,120.2886,67.95,65,42,3.83
504,Hofn,IS,2022-11-23 03:43:38,64.2539,-15.2082,37.72,96,98,45.81
505,Hamilton,US,2022-11-23 03:43:11,39.1834,-84.5333,43.57,57,0,5.75
506,Angoche,MZ,2022-11-23 03:43:39,-16.2325,39.9086,78.87,76,6,8.1
507,Inongo,CD,2022-11-23 03:43:39,-1.95,18.2667,69.12,93,90,3.09
508,Ternate,ID,2022-11-23 03:43:40,0.8,127.4,84.45,69,98,5.1
509,Presidencia Roque Saenz Pena,AR,2022-11-23 03:43:40,-26.7852,-60.4388,59.99,48,0,2.8
510,Medicine Hat,CA,2022-11-23 03:42:00,50.0501,-110.6683,39.22,74,100,11.5
511,Zykovo,RU,2022-11-23 03:43:40,55.9519,93.1461,14.99,72,91,12.59
512,Kiunga,PG,2022-11-23 03:43:41,-6.1219,141.2906,88.88,63,93,1.28
513,Envira,BR,2022-11-23 03:43:41,-7.3,-70.2167,70.86,100,100,2.71
514,Grindavik,IS,2022-11-23 03:43:41,63.8424,-22.4338,37.87,60,0,18.41
515,Avera,US,2022-11-23 03:43:42,33.194,-82.5271,53.11,58,100,5.73
516,Gloucester,GB,2022-11-23 03:43:42,51.8657,-2.2431,46.8,86,63,5.99
517,Esna,EG,2022-11-23 03:43:42,25.2934,32.554,67.12,43,2,7.49
518,Bibiani,GH,2022-11-23 03:43:43,6.4635,-2.3194,69.76,99,22,1.61
519,Pokrovsk,UA,2022-11-23 03:43:43,48.282,37.1758,32.99,79,66,12.08
520,Santa Maria,BR,2022-11-23 03:40:30,-29.6842,-53.8069,60.1,100,0,2.3
521,Biharkeresztes,HU,2022-11-23 03:43:44,47.1333,21.7167,43.41,93,100,8.05
522,Zhoucheng,CN,2022-11-23 03:43:44,35.9122,116.3117,58.37,53,2,6.06
523,Pekalongan,ID,2022-11-23 03:43:44,-6.8886,109.6753,85.91,68,100,4.38
524,Bend,US,2022-11-23 03:40:33,44.0582,-121.3153,43.09,72,0,11.5
525,Sisimiut,GL,2022-11-23 03:43:45,66.9395,-53.6735,12.18,89,92,7.65
526,Luanda,AO,2022-11-23 03:42:43,-8.8368,13.2343,75.2,88,20,4.61
527,Quatre Cocos,MU,2022-11-23 03:43:45,-20.2078,57.7625,80.1,72,11,8.99
528,Nanga Eboko,CM,2022-11-23 03:43:46,4.6833,12.3667,65.12,79,12,0.58
529,Mackenzie,CA,2022-11-23 03:43:46,55.2999,-123.1698,30.42,93,20,6.91
530,Maracaibo,VE,2022-11-23 03:43:46,10.6317,-71.6406,75.67,91,0,6.85
531,Camacha,PT,2022-11-23 03:43:47,33.0833,-16.3333,62.02,88,40,5.75
532,Visby,SE,2022-11-23 03:43:47,57.6409,18.296,35.06,86,100,8.05
533,Esmeralda,CU,2022-11-23 03:43:47,21.8525,-78.1169,75.29,92,99,6.53
534,Puerto Baquerizo Moreno,EC,2022-11-23 03:43:48,-0.9,-89.6,69.03,90,44,7.14
535,Lappersdorf,DE,2022-11-23 03:43:48,49.0569,12.09,44.8,95,100,1.01
536,Romitan,UZ,2022-11-23 03:43:49,39.9343,64.3814,42.75,81,0,4.61
537,Houma,US,2022-11-23 03:43:49,29.5958,-90.7195,57.2,87,75,5.75
538,Baishishan,CN,2022-11-23 03:43:50,43.5833,127.5667,37.54,63,100,2.8
539,Padang,ID,2022-11-23 03:43:50,-0.9492,100.3543,81.46,73,91,3.67
540,Koulikoro,ML,2022-11-23 03:43:50,14.0,-7.75,65.88,20,63,8.52
541,Pitea,SE,2022-11-23 03:43:51,65.3172,21.4794,3.29,80,77,6.35
542,Salo,IT,2022-11-23 03:43:51,45.6086,10.531,39.33,70,70,6.11
543,Chicama,PE,2022-11-23 03:43:51,-7.8447,-79.1469,61.34,79,3,3.96
544,Chornoliztsi,UA,2022-11-23 03:43:52,48.8303,24.8958,28.81,97,100,7.52
545,Ewo,CG,2022-11-23 03:43:52,-0.8725,14.8206,70.23,95,100,3.02
546,Takapau,NZ,2022-11-23 03:43:52,-40.0333,176.35,63.73,45,2,18.75
547,Santa Cruz De La Palma,ES,2022-11-23 03:43:53,28.6835,-17.7642,69.94,64,100,11.5
548,Sao Jose Da Coroa Grande,BR,2022-11-23 03:43:53,-8.8978,-35.1478,75.74,78,38,7.07
549,Sungai Padi,TH,2022-11-23 03:43:54,6.0851,101.8766,87.58,62,81,2.86
550,Paragominas,BR,2022-11-23 03:42:51,-2.9667,-47.4833,77.23,82,75,1.48
551,Bamiantong,CN,2022-11-23 03:43:54,44.9333,130.5333,30.58,66,100,1.92
552,Odessa,UA,2022-11-23 03:43:55,46.4775,30.7326,47.61,76,93,11.95
553,Srednekolymsk,RU,2022-11-23 03:43:55,67.45,153.6833,-37.64,100,71,5.7
554,Smithers,CA,2022-11-23 03:43:55,54.7804,-127.1743,30.52,100,75,2.3
555,Meulaboh,ID,2022-11-23 03:43:56,4.1363,96.1285,81.61,73,39,4.03
556,Zaltan,LY,2022-11-23 03:43:56,32.947,11.8665,56.89,53,49,13.15
557,Loding,NO,2022-11-23 03:43:57,67.3,14.75,33.71,61,71,23.02
558,Beyneu,KZ,2022-11-23 03:43:57,45.3167,55.2,48.25,69,100,13.62
559,Kaniama,CD,2022-11-23 03:43:57,-7.5667,24.1833,60.75,97,85,1.3
560,Lesozavodsk,RU,2022-11-23 03:43:58,45.4794,133.4244,30.47,53,100,2.64
561,Panzhihua,CN,2022-11-23 03:43:58,26.5851,101.7128,68.0,50,21,1.07
562,Yuanping,CN,2022-11-23 03:43:59,38.7153,112.7575,47.73,54,26,3.27
563,Coquimbo,CL,2022-11-23 03:43:59,-29.9533,-71.3436,60.53,82,100,3.44
